,_id,metadata.location,metadata.language,answers.nationality,answers.age,answers.sex,answers.hearing_impairments,answers.personality.trusting,answers.personality.artistic,answers.personality.imagination,answers.personality.reserved,answers.personality.outgoing,answers.personality.lazy,answers.personality.stress,answers.personality.nervous,answers.personality.fault,answers.personality.thorough,answers.musical_expertise,answers.concentration,critical_reaction,control_power,control_like_dislike,control_tension,control_engagement,control_activity,control_positivity,control_familiarity,song_power,song_like_dislike,song_tension,song_engagement,song_activity,song_positivity,song_familiarity,answers.dob,answers.musical_background,answers.visual_impairments,control_inspired,control_wonder,control_spirituality,control_thrills,control_chills,control_tenderness,control_nostalgia,control_goosebumps,control_overwhelmed,control_shivers,song_inspired,song_wonder,song_spirituality,song_thrills,song_chills,song_tenderness,song_nostalgia,song_goosebumps,song_overwhelmed,song_shivers,control_chillsshiversthrills,song_chillsshiversthrills,control_transcendence,control_sadness,control_joyfulactivation,control_peacefulness,song_transcendence,song_sadness,song_joyfulactivation,song_peacefulness,song,answers.musicpref.pop,answers.musicpref.classical,answers.musicpref.traditional_irish,answers.musicpref.rock,answers.musicpref.jazz,answers.musicpref.folk,answers.musicpref.world,answers.musicpref.none,answers.musicpref.hiphop,answers.musicpref.dance,answers.musicpref.hip_hop
5410f69408ad6ee3090e3881,5410f69408ad6ee3090e3881,dublin,,irish,41.0,male,True,,,,,,,,,,,,,True,,,,,,,,,1.0,5.0,2.0,1.0,2.0,4.0,1970-01-01,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,raining_blood,1,0,0,1,0,0,0,0,0,0,0
5410f69408ad6ee3090e388a,5410f69408ad6ee3090e388a,dublin,,irish,31.0,male,False,,,,,,,,,,,,,True,,,,,,,,,1.0,2.0,1.0,1.0,1.0,5.0,1980-01-01,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,raining_blood,1,0,1,1,1,0,0,0,0,1,1
5410f7b508ad6ee3090e3d2a,5410f7b508ad6ee3090e3d2a,dublin,,irish,41.0,male,False,,,,,,,,,,,,,True,,,,,,,,,5.0,1.0,5.0,4.0,4.0,1.0,1970-01-01,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,raining_blood,0,0,0,1,0,0,0,0,0,0,0
5410f7b608ad6ee3090e3d39,5410f7b608ad6ee3090e3d39,dublin,,irish,41.0,female,False,,,,,,,,,,,,,True,,,,,,,,,2.0,4.0,4.0,3.0,2.0,1.0,1970-01-01,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,raining_blood,1,0,0,1,0,0,0,0,0,1,0
5410f95308ad6ee3090e42c5,5410f95308ad6ee3090e42c5,dublin,,irish,41.0,male,False,,,,,,,,,,,,,True,,,,,,,,,4.0,4.0,3.0,2.0,3.0,1.0,1970-01-01,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,raining_blood,1,1,0,1,1,0,1,0,0,1,1
5410f9f708ad6ee3090e4536,5410f9f708ad6ee3090e4536,dublin,,other,31.0,male,False,,,,,,,,,,,,,True,,,,,,,,,3.0,5.0,2.0,4.0,2.0,3.0,1980-01-01,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,raining_blood,1,0,0,1,0,0,0,0,0,1,1
5410f9f908ad6ee3090e4557,5410f9f908ad6ee3090e4557,dublin,,other,31.0,male,False,,,,,,,,,,,,,True,,,,,,,,,1.0,3.0,1.0,3.0,3.0,4.0,1980-01-01,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,raining_blood,0,0,0,1,0,0,0,0,0,0,0
5410fab108ad6ee3090e47f5,5410fab108ad6ee3090e47f5,dublin,,irish,31.0,female,False,,,,,,,,,,,,,True,,,,,,,,,4.0,3.0,3.0,2.0,3.0,2.0,1980-01-01,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,raining_blood,1,0,0,1,0,0,0,0,0,1,1
5410fc0508ad6ee3090e4cf2,5410fc0508ad6ee3090e4cf2,dublin,,irish,51.0,female,True,,,,,,,,,,,,,True,,,,,,,,,3.0,3.0,4.0,2.0,3.0,2.0,1960-01-01,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,raining_blood,0,1,1,0,1,0,0,0,0,0,0
5410fc0608ad6ee3090e4cf9,5410fc0608ad6ee3090e4cf9,dublin,,other,21.0,male,False,,,,,,,,,,,,,True,,,,,,,,,4.0,3.0,5.0,3.0,3.0,1.0,1990-01-01,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,raining_blood,1,0,0,1,1,0,0,0,0,0,0
5410fc0908ad6ee3090e4d37,5410fc0908ad6ee3090e4d37,dublin,,other,21.0,female,False,,,,,,,,,,,,,True,,,,,,,,,3.0,4.0,4.0,2.0,2.0,3.0,1990-01-01,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,raining_blood,1,1,0,0,1,0,1,0,0,1,1
5410fcb808ad6ee3090e4fbd,5410fcb808ad6ee3090e4fbd,dublin,,irish,31.0,male,False,,,,,,,,,,,,,True,,,,,,,,,1.0,3.0,2.0,2.0,1.0,5.0,1980-01-01,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,raining_blood,0,1,0,1,1,0,0,0,0,0,0
5410fcba08ad6ee3090e4fdf,5410fcba08ad6ee3090e4fdf,dublin,,irish,51.0,male,False,,,,,,,,,,,,,True,,,,,,,,,4.0,3.0,4.0,2.0,3.0,1.0,1960-01-01,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,raining_blood,1,0,0,1,0,0,0,0,0,0,0
5410fcba08ad6ee3090e4fe1,5410fcba08ad6ee3090e4fe1,dublin,,other,31.0,male,False,,,,,,,,,,,,,True,,,,,,,,,2.0,3.0,2.0,1.0,2.0,4.0,1980-01-01,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,raining_blood,0,1,0,1,1,0,0,0,0,0,0
5410fd5c08ad6ee3090e522c,5410fd5c08ad6ee3090e522c,dublin,,other,21.0,male,False,,,,,,,,,,,,,True,,,,,,,,,2.0,3.0,2.0,3.0,2.0,3.0,1990-01-01,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,raining_blood,0,0,0,1,0,0,0,0,0,1,0
5410fe3c08ad6ee3090e559f,5410fe3c08ad6ee3090e559f,dublin,,irish,31.0,female,False,,,,,,,,,,,,,True,,,,,,,,,2.0,2.0,3.0,2.0,2.0,3.0,1980-01-01,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,raining_blood,1,0,0,1,0,0,0,0,0,1,0
5410fec808ad6ee3090e579a,5410fec808ad6ee3090e579a,dublin,,other,31.0,female,False,,,,,,,,,,,,,True,,,,,,,,,2.0,3.0,2.0,3.0,2.0,2.0,1980-01-01,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,raining_blood,1,0,0,1,1,0,1,0,0,0,1
5410ffd808ad6ee3090e5b8c,5410ffd808ad6ee3090e5b8c,dublin,,irish,11.0,male,False,,,,,,,,,,,3,,True,,,,,,,,,2.0,4.0,3.0,2.0,2.0,3.0,2000-01-01,True,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,raining_blood,0,0,0,1,0,0,0,0,0,0,0
5410ffd908ad6ee3090e5b94,5410ffd908ad6ee3090e5b94,dublin,,other,36.0,female,False,,,,,,,,,,,1,,True,,,,,,,,,3.0,4.0,4.0,4.0,3.0,1.0,1975-01-01,False,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,raining_blood,1,0,0,1,0,0,0,0,0,0,0
5411005f08ad6ee3090e5db1,5411005f08ad6ee3090e5db1,dublin,,irish,49.0,female,False,,,,,,,,,,,3,,True,,,,,,,,,4.0,3.0,3.0,4.0,2.0,4.0,1962-01-01,False,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
5411005f08ad6ee3090e5db7,5411005f08ad6ee3090e5db7,dublin,,other,25.0,male,False,,,,,,,,,,,2,,True,,,,,,,,,2.0,4.0,2.0,4.0,3.0,4.0,1986-01-01,False,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,raining_blood,0,0,0,1,0,0,0,0,0,0,0
5411006008ad6ee3090e5dc9,5411006008ad6ee3090e5dc9,dublin,,irish,30.0,female,False,,,,,,,,,,,3,,True,,,,,,,,,3.0,5.0,3.0,4.0,3.0,4.0,1981-01-01,False,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,raining_blood,1,1,0,1,1,0,1,0,0,0,1
541100fa08ad6ee3090e6018,541100fa08ad6ee3090e6018,dublin,,irish,76.0,male,True,,,,,,,,,,,4,,True,,,,,,,,,3.0,3.0,1.0,2.0,1.0,1.0,1935-01-01,False,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,raining_blood,1,1,0,0,0,0,0,0,0,0,0
5411015508ad6ee3090e6162,5411015508ad6ee3090e6162,dublin,,irish,51.0,female,False,,,,,,,,,,,2,,True,,,,,,,,,5.0,1.0,3.0,2.0,5.0,1.0,1960-01-01,False,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,raining_blood,0,1,0,0,1,0,0,0,0,0,0
5411015708ad6ee3090e6179,5411015708ad6ee3090e6179,dublin,,irish,25.0,male,False,,,,,,,,,,,3,,True,,,,,,,,,3.0,4.0,2.0,4.0,2.0,2.0,1986-01-01,True,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,raining_blood,1,1,1,1,1,0,1,0,0,1,1
5411047708ad6ee3090e6cd4,5411047708ad6ee3090e6cd4,dublin,,irish,9.0,male,False,,,,,,,,,,,2,,True,,,,,,,,,3.0,4.0,1.0,4.0,2.0,1.0,2002-01-01,False,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,raining_blood,1,1,0,1,0,0,0,0,0,1,1
5411047808ad6ee3090e6ceb,5411047808ad6ee3090e6ceb,dublin,,irish,63.0,male,False,,,,,,,,,,,3,,True,,,,,,,,,1.0,4.0,1.0,1.0,1.0,5.0,1948-01-01,False,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,raining_blood,0,1,0,0,0,0,0,0,0,0,0
541104c108ad6ee3090e6de3,541104c108ad6ee3090e6de3,dublin,,irish,54.0,male,False,,,,,,,,,,,2,,True,,,,,,,,,2.0,4.0,1.0,1.0,1.0,4.0,1957-01-01,True,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,raining_blood,0,0,0,1,0,0,0,0,0,0,0
541104c208ad6ee3090e6df2,541104c208ad6ee3090e6df2,dublin,,irish,18.0,male,False,,,,,,,,,,,3,,True,,,,,,,,,1.0,4.0,2.0,1.0,1.0,5.0,1993-01-01,True,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,raining_blood,1,1,1,0,1,0,1,0,0,1,0
5411054e08ad6ee3090e6ff9,5411054e08ad6ee3090e6ff9,dublin,,irish,62.0,male,False,,,,,,,,,,,3,,True,,,,,,,,,4.0,3.0,3.0,2.0,3.0,2.0,1949-01-01,False,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,raining_blood,0,0,0,0,0,0,1,0,0,0,0
541105e108ad6ee3090e721d,541105e108ad6ee3090e721d,dublin,,other,29.0,female,False,,,,,,,,,,,1,,True,,,,,,,,,2.0,4.0,2.0,3.0,1.0,4.0,1982-01-01,False,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,raining_blood,0,0,0,1,0,0,0,0,0,0,0
5411072308ad6ee3090e7685,5411072308ad6ee3090e7685,dublin,,other,12.0,male,False,,,,,,,,,,,2,,True,,,,,,,,3.0,,4.0,,,,,1999-01-01,False,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,,,,,,,1.0,1.0,3.0,1.0,raining_blood,0,0,0,1,0,0,0,0,0,0,0
5410fa8708ad6ee3090e475f,5410fa8708ad6ee3090e475f,dublin,,irish,39.0,male,False,,,,,,,,,,,3,,True,,,,,,,,1.0,,3.0,,,,,1972-01-01,True,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,2.0,1.0,1.0,raining_blood,0,0,0,1,0,0,0,0,0,0,0
541100bd08ad6ee3090e5f38,541100bd08ad6ee3090e5f38,dublin,,irish,36.0,male,True,,,,,,,,,,,2,,True,,,,,,,,2.0,,1.0,,,,,1975-01-01,False,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,1.0,3.0,1.0,raining_blood,1,0,0,1,0,0,1,0,0,1,0
5411024a08ad6ee3090e6520,5411024a08ad6ee3090e6520,dublin,,irish,25.0,male,False,,,,,,,,,,,4,,True,,,,,,,,,,,,,,,1986-01-01,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,1,0,0,0,0,0,0,1
541102d908ad6ee3090e671b,541102d908ad6ee3090e671b,dublin,,irish,64.0,female,False,,,,,,,,,,,2,,True,,,,,,,,,,,,,,,1947-01-01,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,1,0,0,0,0,0,0,0,0,0
5411043a08ad6ee3090e6bfc,5411043a08ad6ee3090e6bfc,dublin,,irish,28.0,male,False,,,,,,,,,,,3,,True,,,,,,,,,,,,,,,1983-01-01,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,1,0,0,0,0,0,1,0
5411048f08ad6ee3090e6d37,5411048f08ad6ee3090e6d37,dublin,,irish,8.0,female,False,,,,,,,,,,,2,,True,,,,,,,,,,,,,,,2003-01-01,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,1,0,0,1,0,1,0,0,0,0
570eb75b83a73509d0e02fa1,570eb75b83a73509d0e02fa1,taipei_city,en,taiwanese,10.0,female,False,1.0,3.0,5.0,1.0,4.0,1.0,5.0,1.0,1.0,5.0,5,5.0,False,5,5,5,5,1,5,-1,3.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,1,0,0,0,0,1,0,1,1,0
570eb78d83a73509d0e03f98,570eb78d83a73509d0e03f98,taipei_city,en,taiwanese,24.0,female,False,4.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3,3.0,False,1,4,3,3,3,5,-1,4.0,4.0,2.0,4.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
570eb74c83a73509d0e02a77,570eb74c83a73509d0e02a77,taipei_city,en,taiwanese,33.0,female,False,2.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,5.0,3.0,1,3.0,False,3,3,3,3,3,3,-1,5.0,3.0,4.0,5.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
570eb77283a73509d0e03727,570eb77283a73509d0e03727,taipei_city,en,taiwanese,30.0,female,False,2.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,2.0,2,2.0,False,2,3,2,4,3,2,-1,5.0,3.0,4.0,1.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
570eb7be83a73509d0e04ed2,570eb7be83a73509d0e04ed2,taipei_city,en,taiwanese,20.0,female,False,4.0,2.0,5.0,1.0,4.0,5.0,4.0,4.0,5.0,2.0,2,5.0,False,4,3,3,3,2,4,-1,4.0,2.0,5.0,3.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,1,0,1,0,0,0,0,1,0,0
570eb73e83a73509d0e025e6,570eb73e83a73509d0e025e6,taipei_city,en,british,44.0,female,False,4.0,1.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3,5.0,False,4,5,5,5,2,4,-1,5.0,4.0,5.0,5.0,5.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,1,0,1,0,1,1,0,0,0,0
570eb77183a73509d0e0371b,570eb77183a73509d0e0371b,taipei_city,zh_TW,taiwanese,18.0,male,False,4.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,2.0,3,5.0,False,3,3,5,4,2,4,-1,5.0,1.0,3.0,4.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,1,0,0,0,0,0,0,0,1,0
570eb7b283a73509d0e04b11,570eb7b283a73509d0e04b11,taipei_city,en,taiwanese,19.0,male,False,3.0,1.0,5.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,5,4.0,False,3,3,3,4,3,3,-1,2.0,4.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,1,0,1,1,0,0,0,1,1,0
570eb75e83a73509d0e03088,570eb75e83a73509d0e03088,taipei_city,en,taiwanese,9.0,male,False,3.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,2,5.0,False,2,2,5,2,2,4,-1,4.0,4.0,3.0,5.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,1,0,0,0,0,0,0,0,0,0
570eb78783a73509d0e03dc8,570eb78783a73509d0e03dc8,taipei_city,en,taiwanese,17.0,female,True,5.0,1.0,4.0,2.0,4.0,5.0,2.0,4.0,4.0,3.0,3,4.0,False,4,4,4,4,3,4,-1,4.0,4.0,4.0,4.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
570eb77583a73509d0e0382e,570eb77583a73509d0e0382e,taipei_city,zh_TW,taiwanese,6.0,male,False,4.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,4,2.0,False,2,2,2,2,2,3,-1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
570eb72583a73509d0e01db1,570eb72583a73509d0e01db1,taipei_city,en,taiwanese,11.0,female,False,3.0,1.0,5.0,3.0,5.0,1.0,5.0,1.0,1.0,1.0,4,5.0,False,1,1,1,5,1,1,-1,5.0,5.0,1.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,1,0,0,0,0,0,0,0,1,0
570eb78883a73509d0e03e34,570eb78883a73509d0e03e34,taipei_city,en,chinese,33.0,male,False,2.0,4.0,2.0,2.0,5.0,1.0,1.0,4.0,5.0,4.0,1,3.0,False,5,5,3,4,3,5,-1,5.0,4.0,3.0,5.0,5.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
570eb77983a73509d0e039af,570eb77983a73509d0e039af,taipei_city,en,taiwanese,10.0,male,False,4.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,3.0,4,5.0,False,4,5,4,4,3,4,-1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
570eb78683a73509d0e03d9e,570eb78683a73509d0e03d9e,taipei_city,en,taiwanese,31.0,female,False,2.0,1.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,2.0,2,3.0,False,2,4,5,3,3,4,-1,2.0,4.0,4.0,3.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,1,0,1,1,0,0,0,1,0,0
570eb79483a73509d0e041b5,570eb79483a73509d0e041b5,taipei_city,zh_TW,taiwanese,11.0,female,False,4.0,1.0,5.0,1.0,5.0,3.0,5.0,2.0,5.0,5.0,3,5.0,False,4,5,5,5,5,5,-1,5.0,4.0,5.0,5.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,1,0,0,1,0
570eb72d83a73509d0e02028,570eb72d83a73509d0e02028,taipei_city,en,taiwanese,21.0,male,False,2.0,3.0,2.0,3.0,2.0,4.0,1.0,5.0,2.0,2.0,2,2.0,False,3,2,2,1,3,3,-1,3.0,3.0,2.0,3.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,1,0,0,0,0,0,0,0,0,0
570eb72083a73509d0e01bfd,570eb72083a73509d0e01bfd,taipei_city,en,taiwanese,12.0,male,False,5.0,3.0,5.0,3.0,5.0,4.0,2.0,4.0,4.0,3.0,3,5.0,False,3,4,4,3,2,4,-1,5.0,5.0,5.0,5.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,0,0
570eb77b83a73509d0e03a1a,570eb77b83a73509d0e03a1a,taipei_city,en,taiwanese,17.0,female,False,4.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4,4.0,False,2,4,4,4,3,4,-1,3.0,3.0,3.0,4.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,1,0,0,0,0,0,0,0,0,0
570eb75f83a73509d0e0313f,570eb75f83a73509d0e0313f,taipei_city,en,taiwanese,35.0,male,False,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,5.0,2,5.0,False,5,1,5,1,3,3,-1,1.0,5.0,5.0,5.0,5.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,1,0,0,0,0,0,0,0
570eb77183a73509d0e036f4,570eb77183a73509d0e036f4,taipei_city,zh_TW,taiwanese,15.0,female,False,5.0,1.0,5.0,3.0,5.0,2.0,2.0,4.0,4.0,4.0,3,3.0,False,3,3,3,1,1,3,-1,3.0,3.0,3.0,4.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
570eb77683a73509d0e038a7,570eb77683a73509d0e038a7,taipei_city,en,taiwanese,35.0,female,False,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3,3.0,False,4,2,3,3,2,3,-1,3.0,3.0,3.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,1,0,1,0,0,0,0,0,0,0
570eb73483a73509d0e0227b,570eb73483a73509d0e0227b,taipei_city,en,taiwanese,10.0,female,False,4.0,1.0,5.0,1.0,5.0,5.0,4.0,1.0,4.0,5.0,3,3.0,False,3,4,5,5,5,5,-1,5.0,3.0,5.0,4.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
570eb71f83a73509d0e01be0,570eb71f83a73509d0e01be0,taipei_city,zh_TW,taiwanese,13.0,female,False,2.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3,4.0,False,4,2,3,3,3,3,-1,4.0,3.0,2.0,5.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
570eb75c83a73509d0e02fed,570eb75c83a73509d0e02fed,taipei_city,en,taiwanese,13.0,female,False,4.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,2,4.0,False,4,4,4,2,2,4,-1,4.0,4.0,3.0,5.0,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
570eb79783a73509d0e042e0,570eb79783a73509d0e042e0,taipei_city,en,taiwanese,13.0,female,False,4.0,5.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3,4.0,False,2,3,4,2,2,3,-1,5.0,1.0,2.0,1.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,1,0,0,0,0,0,0,0,0,0
570eb75183a73509d0e02c16,570eb75183a73509d0e02c16,taipei_city,en,taiwanese,20.0,female,False,2.0,1.0,3.0,5.0,2.0,5.0,3.0,4.0,4.0,2.0,5,4.0,False,2,4,4,3,3,3,-1,3.0,4.0,2.0,5.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,1,0,0,0,1,0,0,0,0,0
570eb77e83a73509d0e03b36,570eb77e83a73509d0e03b36,taipei_city,en,taiwanese,22.0,male,False,5.0,1.0,5.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,2,4.0,False,4,3,4,3,3,4,-1,4.0,3.0,3.0,4.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,1,0,0,0,0,0,0
570eb71f83a73509d0e01be1,570eb71f83a73509d0e01be1,taipei_city,en,taiwanese,7.0,female,False,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,3,3.0,False,3,5,2,5,1,2,-1,3.0,1.0,5.0,2.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,1,0
570eb7a483a73509d0e046d2,570eb7a483a73509d0e046d2,taipei_city,en,taiwanese,25.0,male,False,4.0,2.0,3.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,2,4.0,False,4,4,4,4,2,4,-1,4.0,2.0,2.0,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
570eb73183a73509d0e021a0,570eb73183a73509d0e021a0,taipei_city,zh_TW,taiwanese,9.0,female,False,3.0,4.0,3.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,3,1.0,False,4,1,2,1,3,2,-1,4.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
570eb74d83a73509d0e02aa7,570eb74d83a73509d0e02aa7,taipei_city,en,taiwanese,14.0,female,False,4.0,3.0,2.0,1.0,4.0,5.0,4.0,1.0,5.0,2.0,3,5.0,False,2,1,2,2,2,2,-1,3.0,3.0,2.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
570eb73083a73509d0e02158,570eb73083a73509d0e02158,taipei_city,en,taiwanese,19.0,female,False,2.0,3.0,5.0,3.0,5.0,4.0,2.0,5.0,4.0,2.0,3,2.0,False,3,4,2,1,2,3,-1,3.0,4.0,4.0,4.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,1,0,0,0,0,0,1,0
570eb7c083a73509d0e04f6e,570eb7c083a73509d0e04f6e,taipei_city,en,taiwanese,25.0,female,False,4.0,1.0,5.0,3.0,3.0,4.0,1.0,5.0,4.0,2.0,3,3.0,False,3,3,4,4,3,4,-1,4.0,2.0,2.0,4.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,1,0,1,1,0,0,0,0,0,0
