,_id,metadata.location,answers.sex,answers.dob,answers.musical_background,answers.nationality,answers.visual_impairments,answers.musical_expertise,answers.hearing_impairments,answers.age,critical_reaction,control_activity,control_engagement,control_familiarity,control_chills,control_positivity,control_power,control_like_dislike,song_activity,song_engagement,song_familiarity,song_chills,song_positivity,song_power,song_like_dislike,control_chillsshiversthrills,control_tension,song_chillsshiversthrills,song_tension,control_inspired,control_wonder,control_spirituality,control_thrills,control_tenderness,control_nostalgia,control_goosebumps,control_overwhelmed,control_shivers,song_inspired,song_wonder,song_spirituality,song_thrills,song_tenderness,song_nostalgia,song_goosebumps,song_overwhelmed,song_shivers,control_transcendence,control_sadness,control_joyfulactivation,control_peacefulness,song_transcendence,song_sadness,song_joyfulactivation,song_peacefulness,metadata.language,answers.personality.trusting,answers.personality.artistic,answers.personality.imagination,answers.personality.reserved,answers.personality.outgoing,answers.personality.lazy,answers.personality.stress,answers.personality.nervous,answers.personality.fault,answers.personality.thorough,answers.concentration,song,answers.musicpref.pop,answers.musicpref.hiphop,answers.musicpref.jazz,answers.musicpref.traditional_irish,answers.musicpref.folk,answers.musicpref.none,answers.musicpref.classical,answers.musicpref.dance,answers.musicpref.world,answers.musicpref.rock,answers.musicpref.hip_hop
5410f32e08ad6ee3090e30dd,5410f32e08ad6ee3090e30dd,bergen,female,1965-01-01,False,norwegian,False,3,False,48.0,False,,,,,,,,2.0,1.0,1.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
5410f32e08ad6ee3090e30e1,5410f32e08ad6ee3090e30e1,bergen,female,1997-01-01,True,other,True,4,False,16.0,False,,,,,,,,2.0,4.0,3.0,5.0,3.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
5410f34708ad6ee3090e3118,5410f34708ad6ee3090e3118,bergen,male,2000-01-01,True,other,False,4,False,13.0,True,,,,,,,,5.0,4.0,1.0,5.0,3.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,1
5410f34708ad6ee3090e311b,5410f34708ad6ee3090e311b,bergen,female,1979-01-01,False,norwegian,False,1,False,34.0,False,,,,,,,,4.0,4.0,1.0,1.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,1,0,0,0,0,0
5410f35508ad6ee3090e313f,5410f35508ad6ee3090e313f,bergen,female,2000-01-01,False,norwegian,False,3,False,13.0,False,,,,,,,,3.0,2.0,1.0,1.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
5410f35508ad6ee3090e3140,5410f35508ad6ee3090e3140,bergen,female,2000-01-01,True,norwegian,False,2,False,13.0,False,,,,,,,,2.0,3.0,2.0,1.0,3.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
5410f36808ad6ee3090e3164,5410f36808ad6ee3090e3164,bergen,female,1987-01-01,True,norwegian,True,3,False,26.0,False,,,,,,,,4.0,4.0,1.0,4.0,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,1,0,0,0,1,1,0,1,1
5410f36908ad6ee3090e316b,5410f36908ad6ee3090e316b,bergen,male,1977-01-01,True,norwegian,False,3,False,36.0,False,,,,,,,,3.0,4.0,3.0,3.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,1,0
5410f3fb08ad6ee3090e3296,5410f3fb08ad6ee3090e3296,bergen,male,2002-01-01,False,norwegian,False,3,False,11.0,True,,,,,,,,3.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
5410f3fb08ad6ee3090e329e,5410f3fb08ad6ee3090e329e,bergen,female,1968-01-01,False,norwegian,False,2,False,45.0,True,,,,,,,,4.0,2.0,1.0,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,1,0,1,0,0,0,0,0,0
5410f3fb08ad6ee3090e32a1,5410f3fb08ad6ee3090e32a1,bergen,female,1994-01-01,True,other,False,4,False,19.0,False,,,,,,,,4.0,4.0,4.0,2.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,1,0,1,0,1,1,0
5410f40608ad6ee3090e32ba,5410f40608ad6ee3090e32ba,bergen,female,1965-01-01,False,norwegian,False,3,False,48.0,True,,,,,,,,4.0,4.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,1,0,1,0,1,1,0,0,0
5410f42408ad6ee3090e32f5,5410f42408ad6ee3090e32f5,bergen,female,1980-01-01,True,norwegian,False,2,False,33.0,False,,,,,,,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,1,0,1,0
5410f43408ad6ee3090e331c,5410f43408ad6ee3090e331c,bergen,male,2002-01-01,True,norwegian,False,5,False,11.0,False,,,,,,,,5.0,5.0,5.0,1.0,5.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,1,0
5410f43f08ad6ee3090e3330,5410f43f08ad6ee3090e3330,bergen,female,1972-01-01,False,norwegian,False,3,False,41.0,False,,,,,,,,2.0,2.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,1,1,1,1
5410f45308ad6ee3090e3356,5410f45308ad6ee3090e3356,bergen,male,1985-01-01,False,other,False,2,False,28.0,True,,,,,,,,5.0,4.0,4.0,5.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,1,0
5410f47a08ad6ee3090e33ab,5410f47a08ad6ee3090e33ab,bergen,female,1996-01-01,False,other,False,3,False,17.0,False,,,,,,,,2.0,2.0,1.0,1.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,1,0,0,0,0,1,0
5410f48d08ad6ee3090e33db,5410f48d08ad6ee3090e33db,bergen,female,1996-01-01,True,norwegian,False,3,False,17.0,False,,,,,,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,1,1,0,0,1
5410f4a408ad6ee3090e3408,5410f4a408ad6ee3090e3408,bergen,female,2000-01-01,True,norwegian,False,3,False,13.0,False,,,,,,,,5.0,3.0,1.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,1,0,0,0,0,0
5410f4c008ad6ee3090e3444,5410f4c008ad6ee3090e3444,bergen,male,1942-01-01,False,norwegian,False,3,False,71.0,True,,,,,,,,4.0,4.0,2.0,5.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,1,0
5410f4d308ad6ee3090e3471,5410f4d308ad6ee3090e3471,bergen,male,1981-01-01,True,other,True,4,False,32.0,False,,,,,,,,4.0,5.0,5.0,4.0,4.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,1,0,1,0,1,1,1
5410f4e108ad6ee3090e3490,5410f4e108ad6ee3090e3490,bergen,male,1962-01-01,True,norwegian,False,4,False,51.0,True,,,,,,,,2.0,1.0,2.0,1.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,1,0,0,0,0,0,0,1,0
5410f4e208ad6ee3090e3494,5410f4e208ad6ee3090e3494,bergen,female,2001-01-01,True,other,True,4,False,12.0,False,,,,,,,,4.0,5.0,2.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,1,0,1,0,1,1,0,1,1
5410f4f508ad6ee3090e34ba,5410f4f508ad6ee3090e34ba,bergen,male,1966-01-01,False,norwegian,False,2,False,47.0,False,,,,,,,,5.0,5.0,1.0,4.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,1,0
5410f51d08ad6ee3090e3511,5410f51d08ad6ee3090e3511,bergen,male,1989-01-01,True,norwegian,False,4,False,24.0,False,,,,,,,,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,1,0,0,0
5410f52508ad6ee3090e3524,5410f52508ad6ee3090e3524,bergen,male,1999-01-01,True,other,False,3,False,14.0,True,,,,,,,,3.0,4.0,1.0,4.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,1,0
5410f54108ad6ee3090e3561,5410f54108ad6ee3090e3561,bergen,male,2000-01-01,False,norwegian,False,4,False,13.0,False,,,,,,,,2.0,1.0,3.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,1,0,1,0
5410f55008ad6ee3090e357d,5410f55008ad6ee3090e357d,bergen,female,1991-01-01,True,norwegian,False,5,False,22.0,False,,,,,,,,4.0,4.0,4.0,3.0,4.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,1,0,0,0,1,0,0,1,1
5410f55b08ad6ee3090e359a,5410f55b08ad6ee3090e359a,bergen,male,1998-01-01,False,norwegian,True,3,False,15.0,False,,,,,,,,4.0,5.0,5.0,1.0,5.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,1,0,0,1,0
5410f5a308ad6ee3090e3631,5410f5a308ad6ee3090e3631,bergen,female,2003-01-01,True,norwegian,False,5,False,10.0,False,,,,,,,,5.0,5.0,1.0,5.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,1,0,0,0,0,1,0,1,0
5410f5bc08ad6ee3090e3671,5410f5bc08ad6ee3090e3671,bergen,female,1998-01-01,False,norwegian,False,4,False,15.0,True,,,,,,,,3.0,2.0,2.0,1.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,1,0,0,0,1
5410f5c708ad6ee3090e3683,5410f5c708ad6ee3090e3683,bergen,female,1964-01-01,False,norwegian,False,2,False,49.0,False,,,,,,,,4.0,5.0,1.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,1,0
5410f5e308ad6ee3090e36bf,5410f5e308ad6ee3090e36bf,bergen,female,2000-01-01,False,norwegian,False,3,False,13.0,False,,,,,,,,3.0,1.0,1.0,2.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,1,1
5410f69308ad6ee3090e387e,5410f69308ad6ee3090e387e,dublin,female,1980-01-01,,irish,,,False,31.0,True,,,,,,,,3.0,4.0,2.0,,4.0,,4.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,1,0,0,0,1,0,0,0,1
5410f69408ad6ee3090e3881,5410f69408ad6ee3090e3881,dublin,male,1970-01-01,,irish,,,True,41.0,False,,,,,,,,1.0,2.0,4.0,,2.0,,1.0,,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,1,0
5410f69408ad6ee3090e388a,5410f69408ad6ee3090e388a,dublin,male,1980-01-01,,irish,,,False,31.0,True,,,,,,,,1.0,1.0,5.0,,1.0,,1.0,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,1,1,0,0,0,1,0,1,1
5410f69508ad6ee3090e38a2,5410f69508ad6ee3090e38a2,dublin,female,1980-01-01,,other,,,False,31.0,False,,,,,,,,1.0,2.0,2.0,,3.0,,4.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,1,1,1,1,1
5410f6cf08ad6ee3090e398e,5410f6cf08ad6ee3090e398e,dublin,male,1983-01-01,,other,,,False,28.0,True,,,,,,,,2.0,2.0,1.0,3.0,2.0,,3.0,,,,4.0,,,,,,,,,,3.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,1,0,0,0,0,0,1,1,0
5410f6d008ad6ee3090e3994,5410f6d008ad6ee3090e3994,dublin,male,1986-01-01,,other,,,False,25.0,True,,,,,,,,1.0,2.0,1.0,2.0,2.0,,3.0,,,,2.0,,,,,,,,,,4.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,1,1,0
5410f6d008ad6ee3090e3998,5410f6d008ad6ee3090e3998,dublin,female,1990-01-01,,irish,,,False,21.0,False,,,,,,,,3.0,3.0,2.0,1.0,3.0,,3.0,,,,3.0,,,,,,,,,,2.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,1,0,1,0
5410f6d008ad6ee3090e399a,5410f6d008ad6ee3090e399a,dublin,male,1986-01-01,,other,,,False,25.0,False,,,,,,,,1.0,1.0,4.0,1.0,1.0,,1.0,,,,3.0,,,,,,,,,,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,1,0
5410f6d008ad6ee3090e399d,5410f6d008ad6ee3090e399d,dublin,male,1987-01-01,,irish,,,False,24.0,False,,,,,,,,1.0,2.0,3.0,1.0,2.0,,2.0,,,,2.0,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,1,0,0,0,1,1,1,1,0
5410f6d108ad6ee3090e39b0,5410f6d108ad6ee3090e39b0,dublin,male,1994-01-01,,irish,,,False,17.0,True,,,,,,,,2.0,3.0,2.0,2.0,4.0,,4.0,,,,4.0,,,,,,,,,,1.0,1.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
5410f71408ad6ee3090e3ac4,5410f71408ad6ee3090e3ac4,dublin,female,1990-01-01,True,irish,,2,False,21.0,False,,,,,,,,,,,,,3.0,,,,,2.0,,,,,,,,,,,3.0,,,1.0,1.0,,,,,,,,1.0,1.0,4.0,1.0,,,,,,,,,,,,,raining_blood,1,0,0,1,0,0,0,0,0,0,1
5410f76508ad6ee3090e3c01,5410f76508ad6ee3090e3c01,dublin,male,1974-01-01,,irish,,,False,37.0,True,,,,,,,,1.0,1.0,4.0,1.0,1.0,,1.0,,,,4.0,,,,,,,,,,5.0,5.0,5.0,5.0,3.0,5.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,1,0,0,1,0
5410f76508ad6ee3090e3c03,5410f76508ad6ee3090e3c03,dublin,male,1995-01-01,,british,,,False,16.0,True,,,,,,,,1.0,2.0,4.0,1.0,2.0,,1.0,,,,3.0,,,,,,,,,,3.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,1,0
5410f76608ad6ee3090e3c0b,5410f76608ad6ee3090e3c0b,dublin,male,1987-01-01,,irish,,,False,24.0,False,,,,,,,,4.0,5.0,3.0,1.0,5.0,,5.0,,,,3.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,1,0,1,1
5410f76608ad6ee3090e3c13,5410f76608ad6ee3090e3c13,dublin,female,1992-01-01,,irish,,,False,19.0,False,,,,,,,,2.0,1.0,5.0,1.0,3.0,,3.0,,,,2.0,,,,,,,,,,4.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,1,0
5410f77108ad6ee3090e3c47,5410f77108ad6ee3090e3c47,dublin,male,1990-01-01,False,other,,2,False,21.0,True,,,,,,,,,,,,,3.0,,,,,3.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,1,0,0,1
5410f7b308ad6ee3090e3d0a,5410f7b308ad6ee3090e3d0a,dublin,male,1980-01-01,,other,,,False,31.0,False,,,,,,,,2.0,3.0,4.0,,2.0,,2.0,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,1,0
5410f7b408ad6ee3090e3d1d,5410f7b408ad6ee3090e3d1d,dublin,female,1980-01-01,,other,,,False,31.0,False,,,,,,,,2.0,2.0,2.0,,3.0,,4.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
5410f7b508ad6ee3090e3d2a,5410f7b508ad6ee3090e3d2a,dublin,male,1970-01-01,,irish,,,False,41.0,True,,,,,,,,4.0,5.0,1.0,,4.0,,5.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,1,0
5410f7b608ad6ee3090e3d39,5410f7b608ad6ee3090e3d39,dublin,female,1970-01-01,,irish,,,False,41.0,False,,,,,,,,3.0,4.0,1.0,,2.0,,2.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,1,0,1,0
5410f7fc08ad6ee3090e3e52,5410f7fc08ad6ee3090e3e52,dublin,female,1994-01-01,,other,,,False,17.0,False,,,,,,,,2.0,2.0,1.0,1.0,2.0,,3.0,,,,3.0,,,,,,,,,,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,1,0,0,0,0,1,1,0,0
5410f7fd08ad6ee3090e3e5c,5410f7fd08ad6ee3090e3e5c,dublin,female,1996-01-01,,irish,,,False,15.0,True,,,,,,,,1.0,2.0,3.0,1.0,4.0,,5.0,,,,1.0,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
5410f7fd08ad6ee3090e3e63,5410f7fd08ad6ee3090e3e63,dublin,female,1991-01-01,,other,,,False,20.0,True,,,,,,,,4.0,5.0,1.0,1.0,3.0,,4.0,,,,1.0,,,,,,,,,,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
5410f7fd08ad6ee3090e3e67,5410f7fd08ad6ee3090e3e67,dublin,male,1988-01-01,,irish,,,False,23.0,False,,,,,,,,5.0,5.0,2.0,1.0,4.0,,5.0,,,,2.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,1,0,0,0,1,1,1,1,0
5410f88208ad6ee3090e407a,5410f88208ad6ee3090e407a,dublin,male,1977-01-01,,irish,,,False,34.0,True,,,,,,,,2.0,2.0,3.0,3.0,2.0,,2.0,,,,3.0,,,,,,,,,,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,1,0,0,0,0,1,0,1,0
5410f88208ad6ee3090e4082,5410f88208ad6ee3090e4082,dublin,male,1985-01-01,,irish,,,False,26.0,False,,,,,,,,4.0,5.0,3.0,1.0,3.0,,5.0,,,,3.0,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,1,1,1
5410f88208ad6ee3090e4084,5410f88208ad6ee3090e4084,dublin,female,1978-01-01,,irish,,,False,33.0,False,,,,,,,,1.0,1.0,3.0,1.0,2.0,,2.0,,,,3.0,,,,,,,,,,4.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,1,0,1,1
5410f8d908ad6ee3090e4125,5410f8d908ad6ee3090e4125,dublin,female,1976-01-01,False,irish,,2,False,35.0,False,,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,raining_blood,0,0,1,0,0,0,0,0,1,0,1
5410f8da08ad6ee3090e4129,5410f8da08ad6ee3090e4129,dublin,male,1984-01-01,True,irish,,2,False,27.0,False,,,,,,,,,,,,,4.0,,,,,4.0,,,,,,,,,,,3.0,,,1.0,2.0,,,,,,,,1.0,1.0,4.0,1.0,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,1,0
5410f8da08ad6ee3090e4135,5410f8da08ad6ee3090e4135,dublin,male,1980-01-01,True,other,,3,False,31.0,False,,,,,,,,,,,,,5.0,,,,,1.0,,,,,,,,,,,4.0,,,3.0,5.0,,,,,,,,5.0,4.0,5.0,2.0,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,1,0,0,0,0
5410f91208ad6ee3090e41ce,5410f91208ad6ee3090e41ce,dublin,female,1990-01-01,,irish,,,False,21.0,False,,,,,,,,4.0,3.0,1.0,,3.0,,4.0,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,1
5410f93308ad6ee3090e425e,5410f93308ad6ee3090e425e,dublin,male,1969-01-01,False,other,,1,False,42.0,False,,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,1,1,1,0
5410f93408ad6ee3090e4276,5410f93408ad6ee3090e4276,dublin,male,1986-01-01,False,other,,3,False,25.0,False,,,,,,,,,,,,,5.0,,,,,4.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,5.0,2.0,4.0,1.0,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,0,1
5410f95308ad6ee3090e42c5,5410f95308ad6ee3090e42c5,dublin,male,1970-01-01,,irish,,,False,41.0,True,,,,,,,,2.0,3.0,1.0,,3.0,,4.0,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,1,0,0,0,1,1,1,1,1
5410f95308ad6ee3090e42c8,5410f95308ad6ee3090e42c8,dublin,female,1990-01-01,,irish,,,False,21.0,False,,,,,,,,5.0,4.0,4.0,,3.0,,5.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,0,1
5410f95408ad6ee3090e42d4,5410f95408ad6ee3090e42d4,dublin,female,1990-01-01,,irish,,,False,21.0,False,,,,,,,,3.0,2.0,4.0,,3.0,,3.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,1,0,0,0,1,0,0,1,0
5410f9cf08ad6ee3090e4498,5410f9cf08ad6ee3090e4498,dublin,male,1993-01-01,,irish,,,False,18.0,False,,,,,,,,3.0,4.0,1.0,1.0,3.0,,2.0,,,,2.0,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,1,0,0,0,0,0,1,1,1
5410f9cf08ad6ee3090e449c,5410f9cf08ad6ee3090e449c,dublin,female,1983-01-01,,irish,,,False,28.0,False,,,,,,,,2.0,2.0,4.0,2.0,2.0,,3.0,,,,3.0,,,,,,,,,,3.0,1.0,1.0,3.0,1.0,5.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,1,1,1,1
5410f9d008ad6ee3090e44a5,5410f9d008ad6ee3090e44a5,dublin,female,1992-01-01,,irish,,,False,19.0,False,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,3.0,,,,,,,,,,4.0,4.0,3.0,5.0,3.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,1,0,1,1
5410f9d108ad6ee3090e44b9,5410f9d108ad6ee3090e44b9,dublin,male,1984-01-01,,irish,,,False,27.0,True,,,,,,,,2.0,2.0,3.0,3.0,3.0,,2.0,,,,2.0,,,,,,,,,,3.0,1.0,1.0,4.0,1.0,4.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,1,0,0,0
5410f9f708ad6ee3090e4536,5410f9f708ad6ee3090e4536,dublin,male,1980-01-01,,other,,,False,31.0,True,,,,,,,,4.0,2.0,3.0,,2.0,,3.0,,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,1,0,1,1
5410f9f908ad6ee3090e454f,5410f9f908ad6ee3090e454f,dublin,female,1980-01-01,,other,,,False,31.0,False,,,,,,,,2.0,3.0,4.0,,2.0,,1.0,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,1,0
