,_id,metadata.location,answers.sex,answers.dob,answers.musical_background,answers.nationality,answers.visual_impairments,answers.musical_expertise,answers.hearing_impairments,answers.age,critical_reaction,control_chillsshiversthrills,control_activity,control_tension,control_familiarity,control_engagement,control_positivity,control_like_dislike,song_chillsshiversthrills,song_activity,song_tension,song_familiarity,song_engagement,song_positivity,song_like_dislike,control_transcendence,control_sadness,control_wonder,control_joyfulactivation,control_tenderness,control_peacefulness,control_nostalgia,control_power,song_transcendence,song_sadness,song_wonder,song_joyfulactivation,song_tenderness,song_peacefulness,song_nostalgia,song_power,metadata.language,answers.personality.trusting,answers.personality.artistic,answers.personality.imagination,answers.personality.reserved,answers.personality.outgoing,answers.personality.lazy,answers.personality.stress,answers.personality.nervous,answers.personality.fault,answers.personality.thorough,answers.concentration,song,answers.musicpref.world,answers.musicpref.hiphop,answers.musicpref.rock,answers.musicpref.pop,answers.musicpref.traditional_irish,answers.musicpref.dance,answers.musicpref.hip_hop,answers.musicpref.folk,answers.musicpref.none,answers.musicpref.classical,answers.musicpref.jazz
5411047808ad6ee3090e6cdf,5411047808ad6ee3090e6cdf,dublin,male,1988-01-01,True,other,,4,False,23.0,False,,,,,,,,1.0,4.0,5.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,into_dust,1,0,0,1,0,0,0,0,0,1,0
5411049008ad6ee3090e6d3e,5411049008ad6ee3090e6d3e,dublin,female,1981-01-01,False,irish,,1,False,30.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,into_dust,1,0,1,1,0,0,1,0,0,0,0
541104c108ad6ee3090e6de3,541104c108ad6ee3090e6de3,dublin,male,1957-01-01,True,irish,,2,False,54.0,False,,,,,,,,1.0,5.0,2.0,1.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,into_dust,0,0,1,0,0,0,0,0,0,0,0
541104c208ad6ee3090e6ded,541104c208ad6ee3090e6ded,dublin,male,1985-01-01,False,other,,2,False,26.0,False,,,,,,,,1.0,4.0,5.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,into_dust,0,0,1,0,0,0,0,0,0,1,0
541104c308ad6ee3090e6dfb,541104c308ad6ee3090e6dfb,dublin,male,1987-01-01,True,irish,,3,False,24.0,False,,,,,,,,1.0,4.0,4.0,1.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,into_dust,0,0,1,1,0,0,0,0,0,0,0
5411051808ad6ee3090e6f1f,5411051808ad6ee3090e6f1f,dublin,female,1970-01-01,,irish,,,False,41.0,False,,,,,,,,1.0,2.0,5.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,into_dust,0,0,1,0,0,0,0,0,0,0,0
5411051908ad6ee3090e6f34,5411051908ad6ee3090e6f34,dublin,male,1990-01-01,,other,,,False,21.0,True,,,,,,,,1.0,5.0,5.0,1.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,into_dust,0,0,1,0,0,0,1,0,0,0,0
5411054d08ad6ee3090e6fe5,5411054d08ad6ee3090e6fe5,dublin,female,1981-01-01,True,irish,,2,False,30.0,True,,,,,,,,2.0,3.0,4.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,into_dust,1,0,1,1,1,1,0,0,0,1,0
5411054d08ad6ee3090e6fed,5411054d08ad6ee3090e6fed,dublin,female,1960-01-01,True,irish,,4,False,51.0,True,,,,,,,,3.0,1.0,4.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,into_dust,1,0,0,0,1,0,0,0,0,1,1
5411054e08ad6ee3090e6ff3,5411054e08ad6ee3090e6ff3,dublin,male,1948-01-01,False,irish,,2,False,63.0,False,,,,,,,,1.0,4.0,4.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,into_dust,0,0,0,0,1,1,0,0,0,1,0
5411059908ad6ee3090e70e7,5411059908ad6ee3090e70e7,dublin,female,1970-01-01,,irish,,,False,41.0,False,,,,,,,,2.0,4.0,2.0,5.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,into_dust,0,0,1,1,1,1,0,0,0,1,1
5411059908ad6ee3090e70f4,5411059908ad6ee3090e70f4,dublin,female,1990-01-01,,irish,,,False,21.0,False,,,,,,,,1.0,5.0,5.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,into_dust,0,0,0,0,0,0,1,0,0,0,0
5411059a08ad6ee3090e70fb,5411059a08ad6ee3090e70fb,dublin,female,1980-01-01,,irish,,,False,31.0,True,,,,,,,,5.0,3.0,5.0,5.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,into_dust,0,0,1,0,0,1,0,0,0,1,0
5411059b08ad6ee3090e7107,5411059b08ad6ee3090e7107,dublin,male,1990-01-01,,irish,,,False,21.0,False,,,,,,,,2.0,3.0,4.0,1.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,into_dust,0,0,1,0,0,0,0,0,0,0,0
541105bb08ad6ee3090e7184,541105bb08ad6ee3090e7184,dublin,male,1979-01-01,True,irish,,4,False,32.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,into_dust,1,0,1,1,0,1,1,0,0,0,0
541105bc08ad6ee3090e7197,541105bc08ad6ee3090e7197,dublin,female,1986-01-01,False,irish,,3,False,25.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,into_dust,0,0,0,0,0,1,0,0,0,0,0
541105e008ad6ee3090e720f,541105e008ad6ee3090e720f,dublin,male,1999-01-01,False,irish,,2,False,12.0,False,,,,,,,,1.0,5.0,3.0,1.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,into_dust,0,0,1,0,0,0,0,0,0,0,0
541105e008ad6ee3090e7218,541105e008ad6ee3090e7218,dublin,male,1990-01-01,False,irish,,2,False,21.0,False,,,,,,,,2.0,2.0,2.0,3.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,into_dust,0,0,1,0,0,0,0,0,0,0,0
5411061e08ad6ee3090e72f0,5411061e08ad6ee3090e72f0,dublin,male,1990-01-01,,irish,,,False,21.0,True,,,,,,,,1.0,3.0,4.0,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,into_dust,0,0,1,0,0,0,0,0,0,0,0
5411061f08ad6ee3090e72ff,5411061f08ad6ee3090e72ff,dublin,male,1990-01-01,,irish,,,False,21.0,True,,,,,,,,1.0,2.0,4.0,4.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,into_dust,0,0,1,1,0,1,1,0,0,0,0
5411061f08ad6ee3090e7302,5411061f08ad6ee3090e7302,dublin,male,1994-01-01,,other,,,False,17.0,False,,,,,,,,3.0,3.0,3.0,2.0,3.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,into_dust,0,0,1,0,0,0,1,0,0,0,1
5411062008ad6ee3090e730c,5411062008ad6ee3090e730c,dublin,female,1980-01-01,,other,,,False,31.0,True,,,,,,,,2.0,3.0,4.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,into_dust,1,0,1,1,0,1,0,0,0,0,0
541106b808ad6ee3090e7540,541106b808ad6ee3090e7540,dublin,male,1980-01-01,,irish,,,False,31.0,False,,,,,,,,2.0,2.0,3.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,into_dust,1,0,1,1,1,1,1,0,0,1,0
5411072208ad6ee3090e767f,5411072208ad6ee3090e767f,dublin,female,1960-01-01,True,other,,2,False,51.0,True,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,,,,,,,,,,,,,into_dust,0,0,0,0,0,0,0,0,0,1,0
5411076d08ad6ee3090e7777,5411076d08ad6ee3090e7777,dublin,female,1970-01-01,,other,,,False,41.0,False,,,,,,,,4.0,4.0,3.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,into_dust,0,0,0,1,0,1,0,0,0,1,0
5411076e08ad6ee3090e7782,5411076e08ad6ee3090e7782,dublin,male,1960-01-01,,irish,,,False,51.0,False,,,,,,,,4.0,2.0,4.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,into_dust,1,0,1,0,0,1,1,0,0,1,0
5411076e08ad6ee3090e7785,5411076e08ad6ee3090e7785,dublin,male,1980-01-01,,other,,,False,31.0,False,,,,,,,,1.0,3.0,4.0,2.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,into_dust,1,0,1,1,0,0,0,0,0,0,1
570eb7be83a73509d0e04ebf,570eb7be83a73509d0e04ebf,taipei_city,female,,,taiwanese,,4,False,21.0,False,,1,1,-1,4,1,1,,3.0,5.0,1.0,5.0,4.0,5.0,,,,,,,,4,,,,,,,,3.0,en,5.0,1.0,5.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,into_dust,0,0,1,1,0,0,0,0,0,1,0
570eb73683a73509d0e0232b,570eb73683a73509d0e0232b,taipei_city,female,,,taiwanese,,2,False,22.0,False,,2,3,-1,2,3,2,,5.0,4.0,1.0,4.0,4.0,4.0,,,,,,,,3,,,,,,,,3.0,en,4.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,into_dust,0,0,0,1,0,0,0,0,0,1,0
570eb74a83a73509d0e029f0,570eb74a83a73509d0e029f0,taichung_city,female,,,taiwanese,,3,False,27.0,True,,2,3,-1,2,3,2,,3.0,4.0,1.0,4.0,4.0,4.0,,,,,,,,4,,,,,,,,3.0,en,4.0,2.0,4.0,4.0,3.0,4.0,2.0,5.0,2.0,3.0,4.0,into_dust,1,0,1,0,0,0,0,0,0,1,1
570eb72083a73509d0e01c23,570eb72083a73509d0e01c23,taipei_city,female,,,taiwanese,,1,False,6.0,False,,3,4,-1,2,4,4,,3.0,5.0,1.0,4.0,5.0,5.0,,,,,,,,3,,,,,,,,3.0,en,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,into_dust,0,0,0,0,0,1,0,0,0,0,0
570eb75d83a73509d0e03054,570eb75d83a73509d0e03054,taipei_city,male,,,taiwanese,,3,False,51.0,True,,1,4,-1,4,4,4,,5.0,5.0,4.0,5.0,5.0,5.0,,,,,,,,4,,,,,,,,5.0,en,4.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,3.0,2.0,5.0,into_dust,0,0,0,0,0,0,0,1,0,0,0
570eb78883a73509d0e03dec,570eb78883a73509d0e03dec,taichung_city,male,,,taiwanese,,2,False,16.0,False,,1,2,-1,2,2,1,,4.0,5.0,1.0,4.0,4.0,5.0,,,,,,,,2,,,,,,,,5.0,en,5.0,1.0,4.0,4.0,2.0,2.0,2.0,5.0,2.0,1.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,1,1
570eb72683a73509d0e01e23,570eb72683a73509d0e01e23,taichung_city,male,,,taiwanese,,2,False,21.0,False,,3,2,-1,4,3,3,,4.0,5.0,1.0,5.0,5.0,5.0,,,,,,,,4,,,,,,,,4.0,en,4.0,1.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb72f83a73509d0e02110,570eb72f83a73509d0e02110,taichung_city,female,,,taiwanese,,4,False,28.0,False,,2,2,-1,2,3,3,,3.0,4.0,1.0,4.0,4.0,4.0,,,,,,,,2,,,,,,,,1.0,en,3.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb73e83a73509d0e025f1,570eb73e83a73509d0e025f1,taipei_city,female,,,taiwanese,,3,False,20.0,True,,2,3,-1,2,4,3,,4.0,5.0,1.0,5.0,4.0,5.0,,,,,,,,4,,,,,,,,5.0,en,4.0,1.0,4.0,4.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,1,0
570eb74183a73509d0e026af,570eb74183a73509d0e026af,taipei_city,male,,,taiwanese,,2,False,14.0,False,,3,3,-1,2,3,2,,3.0,4.0,1.0,4.0,4.0,4.0,,,,,,,,5,,,,,,,,2.0,zh_TW,3.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb74983a73509d0e0295d,570eb74983a73509d0e0295d,taipei_city,male,,,taiwanese,,1,False,25.0,True,,3,3,-1,4,2,1,,3.0,4.0,1.0,5.0,4.0,4.0,,,,,,,,3,,,,,,,,2.0,en,4.0,2.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,into_dust,0,0,1,1,0,0,0,1,0,0,1
570eb78383a73509d0e03cac,570eb78383a73509d0e03cac,taichung_city,male,,,taiwanese,,3,False,19.0,False,,3,2,-1,2,4,3,,2.0,5.0,4.0,4.0,4.0,5.0,,,,,,,,3,,,,,,,,4.0,en,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb74e83a73509d0e02b17,570eb74e83a73509d0e02b17,taipei_city,female,,,taiwanese,,4,False,26.0,False,,3,3,-1,5,5,3,,3.0,3.0,1.0,3.0,3.0,3.0,,,,,,,,3,,,,,,,,3.0,en,3.0,1.0,5.0,2.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,into_dust,0,0,1,1,0,1,0,0,0,1,1
570eb73083a73509d0e0211a,570eb73083a73509d0e0211a,taipei_city,female,,,taiwanese,,2,False,19.0,True,,3,3,-1,4,4,4,,3.0,3.0,1.0,2.0,3.0,4.0,,,,,,,,3,,,,,,,,3.0,en,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,3.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb7af83a73509d0e049d0,570eb7af83a73509d0e049d0,taipei_city,male,,,taiwanese,,3,False,15.0,False,,3,3,-1,3,3,3,,3.0,5.0,1.0,3.0,3.0,3.0,,,,,,,,3,,,,,,,,3.0,en,3.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,into_dust,0,0,1,1,0,0,0,0,0,0,0
570eb74c83a73509d0e02a83,570eb74c83a73509d0e02a83,taipei_city,male,,,taiwanese,,3,False,20.0,True,,4,2,-1,2,3,2,,1.0,5.0,3.0,5.0,3.0,4.0,,,,,,,,5,,,,,,,,1.0,en,4.0,4.0,4.0,2.0,4.0,2.0,5.0,3.0,2.0,2.0,4.0,into_dust,0,1,1,1,0,0,0,0,0,0,0
570eb7c183a73509d0e04fc1,570eb7c183a73509d0e04fc1,taipei_city,male,,,taiwanese,,3,False,41.0,True,,2,3,-1,1,3,1,,3.0,3.0,1.0,4.0,4.0,4.0,,,,,,,,3,,,,,,,,1.0,en,4.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,into_dust,0,0,1,1,0,1,0,0,0,1,1
570eb79d83a73509d0e04486,570eb79d83a73509d0e04486,taipei_city,male,,,taiwanese,,5,False,10.0,True,,1,5,-1,5,5,4,,1.0,5.0,4.0,5.0,5.0,5.0,,,,,,,,4,,,,,,,,2.0,zh_TW,5.0,1.0,4.0,5.0,3.0,1.0,5.0,1.0,1.0,5.0,5.0,into_dust,0,0,1,0,0,0,0,0,0,0,0
570eb77283a73509d0e0376f,570eb77283a73509d0e0376f,taipei_city,female,,,taiwanese,,1,False,25.0,False,,3,3,-1,2,4,3,,4.0,4.0,4.0,4.0,4.0,5.0,,,,,,,,1,,,,,,,,3.0,zh_TW,3.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,into_dust,0,0,0,1,0,0,0,0,0,0,1
570eb71e83a73509d0e01b6e,570eb71e83a73509d0e01b6e,taipei_city,female,,,taiwanese,,2,False,29.0,False,,2,3,-1,2,4,3,,3.0,4.0,1.0,4.0,4.0,4.0,,,,,,,,4,,,,,,,,4.0,zh_TW,4.0,1.0,4.0,4.0,4.0,2.0,2.0,5.0,2.0,4.0,2.0,into_dust,0,0,1,1,0,0,0,0,0,0,0
570eb74483a73509d0e027e5,570eb74483a73509d0e027e5,taipei_city,female,,,taiwanese,,1,False,40.0,False,,2,3,-1,2,4,2,,3.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,2,,,,,,,,3.0,en,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,3.0,2.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb76a83a73509d0e0347c,570eb76a83a73509d0e0347c,taipei_city,male,,,taiwanese,,4,True,27.0,False,,2,4,-1,3,3,3,,3.0,4.0,4.0,2.0,4.0,4.0,,,,,,,,3,,,,,,,,2.0,en,4.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,into_dust,0,1,1,1,0,1,0,0,0,0,0
570eb73983a73509d0e02454,570eb73983a73509d0e02454,taipei_city,male,,,taiwanese,,4,False,42.0,False,,2,2,-1,1,1,3,,4.0,4.0,1.0,5.0,5.0,4.0,,,,,,,,1,,,,,,,,4.0,en,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb72b83a73509d0e01f73,570eb72b83a73509d0e01f73,taichung_city,male,,,chinese,,1,False,21.0,True,,3,3,-1,4,4,4,,3.0,3.0,1.0,4.0,2.0,4.0,,,,,,,,4,,,,,,,,4.0,en,5.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,into_dust,0,0,1,1,0,0,0,0,0,0,0
570eb7a683a73509d0e0472b,570eb7a683a73509d0e0472b,taipei_city,female,,,taiwanese,,2,False,26.0,False,,3,3,-1,4,4,4,,4.0,4.0,4.0,5.0,4.0,5.0,,,,,,,,2,,,,,,,,4.0,en,4.0,2.0,3.0,4.0,2.0,5.0,2.0,5.0,4.0,4.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb73983a73509d0e02417,570eb73983a73509d0e02417,taipei_city,male,,,taiwanese,,2,False,25.0,True,,1,3,-1,3,2,2,,2.0,5.0,1.0,5.0,4.0,5.0,,,,,,,,4,,,,,,,,2.0,en,3.0,2.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,into_dust,0,1,0,1,0,0,0,0,0,0,1
570eb75683a73509d0e02dc7,570eb75683a73509d0e02dc7,taipei_city,male,,,taiwanese,,2,False,50.0,False,,3,2,-1,3,3,2,,3.0,4.0,2.0,4.0,4.0,4.0,,,,,,,,4,,,,,,,,3.0,en,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,1,1
570eb7aa83a73509d0e04892,570eb7aa83a73509d0e04892,taipei_city,male,,,taiwanese,,3,False,15.0,False,,2,2,-1,3,2,3,,3.0,4.0,1.0,4.0,4.0,4.0,,,,,,,,2,,,,,,,,4.0,en,4.0,2.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb72e83a73509d0e020b7,570eb72e83a73509d0e020b7,taipei_city,male,,,taiwanese,,1,False,13.0,False,,3,5,-1,4,5,5,,4.0,4.0,1.0,5.0,5.0,5.0,,,,,,,,2,,,,,,,,5.0,en,5.0,4.0,2.0,2.0,2.0,5.0,5.0,2.0,5.0,4.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb7b883a73509d0e04d15,570eb7b883a73509d0e04d15,taipei_city,male,,,taiwanese,,4,True,20.0,True,,3,3,-1,4,3,2,,4.0,5.0,1.0,5.0,5.0,5.0,,,,,,,,5,,,,,,,,1.0,en,5.0,1.0,5.0,2.0,5.0,4.0,5.0,2.0,1.0,2.0,5.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb72683a73509d0e01e07,570eb72683a73509d0e01e07,taipei_city,male,,,taiwanese,,5,False,11.0,False,,5,1,-1,1,1,1,,1.0,5.0,1.0,5.0,5.0,5.0,,,,,,,,1,,,,,,,,5.0,zh_TW,1.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,3.0,5.0,1.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb74983a73509d0e0298f,570eb74983a73509d0e0298f,taipei_city,male,,,taiwanese,,1,False,6.0,False,,3,3,-1,4,3,1,,2.0,5.0,3.0,5.0,4.0,5.0,,,,,,,,1,,,,,,,,2.0,en,4.0,3.0,4.0,1.0,4.0,4.0,2.0,2.0,4.0,2.0,5.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb76e83a73509d0e035eb,570eb76e83a73509d0e035eb,taipei_city,male,,,taiwanese,,1,False,20.0,False,,3,4,-1,4,4,4,,2.0,4.0,1.0,4.0,3.0,2.0,,,,,,,,2,,,,,,,,4.0,en,4.0,1.0,4.0,2.0,4.0,2.0,2.0,5.0,4.0,5.0,4.0,into_dust,0,0,1,1,0,0,0,0,0,0,0
570eb75b83a73509d0e02fae,570eb75b83a73509d0e02fae,taichung_city,male,,,taiwanese,,4,False,20.0,False,,3,4,-1,3,3,4,,2.0,5.0,1.0,4.0,3.0,5.0,,,,,,,,5,,,,,,,,2.0,en,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,into_dust,0,1,1,1,0,1,0,0,0,0,0
570eb71e83a73509d0e01b6f,570eb71e83a73509d0e01b6f,taipei_city,female,,,taiwanese,,4,False,29.0,False,,2,4,-1,2,4,4,,2.0,4.0,4.0,5.0,5.0,5.0,,,,,,,,2,,,,,,,,3.0,zh_TW,4.0,2.0,4.0,2.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,into_dust,0,0,1,1,0,0,0,0,0,1,1
570eb77983a73509d0e039a7,570eb77983a73509d0e039a7,taipei_city,female,,,taiwanese,,2,False,30.0,False,,2,4,-1,2,2,2,,3.0,3.0,1.0,3.0,2.0,3.0,,,,,,,,3,,,,,,,,3.0,en,4.0,2.0,4.0,2.0,3.0,4.0,2.0,5.0,1.0,2.0,2.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb74a83a73509d0e029c4,570eb74a83a73509d0e029c4,taichung_city,male,,,taiwanese,,2,False,12.0,False,,4,4,-1,4,3,5,,4.0,5.0,1.0,4.0,5.0,5.0,,,,,,,,2,,,,,,,,2.0,en,4.0,3.0,5.0,4.0,3.0,4.0,2.0,5.0,4.0,2.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb74783a73509d0e028b2,570eb74783a73509d0e028b2,taipei_city,female,,,taiwanese,,3,False,17.0,True,,3,4,-1,2,4,4,,2.0,5.0,1.0,4.0,4.0,5.0,,,,,,,,4,,,,,,,,2.0,en,4.0,5.0,4.0,4.0,2.0,5.0,2.0,5.0,4.0,1.0,2.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb78883a73509d0e03e35,570eb78883a73509d0e03e35,taipei_city,male,,,taiwanese,,3,False,9.0,False,,4,4,-1,5,5,5,,5.0,5.0,4.0,5.0,5.0,5.0,,,,,,,,5,,,,,,,,5.0,en,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,4.0,4.0,into_dust,0,0,0,0,0,0,0,0,0,1,0
570eb7c083a73509d0e04fa0,570eb7c083a73509d0e04fa0,taipei_city,male,,,taiwanese,,2,False,24.0,True,,2,4,-1,2,3,3,,3.0,4.0,1.0,4.0,4.0,4.0,,,,,,,,2,,,,,,,,3.0,en,3.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,into_dust,0,1,1,1,0,0,0,0,0,0,0
570eb75883a73509d0e02e8f,570eb75883a73509d0e02e8f,taichung_city,male,,,taiwanese,,3,False,29.0,True,,2,2,-1,2,2,1,,4.0,4.0,3.0,5.0,5.0,5.0,,,,,,,,4,,,,,,,,5.0,en,2.0,2.0,3.0,4.0,3.0,2.0,2.0,5.0,4.0,5.0,2.0,into_dust,0,0,0,1,0,0,0,0,0,1,0
570eb77a83a73509d0e039dc,570eb77a83a73509d0e039dc,taipei_city,male,,,taiwanese,,2,False,30.0,True,,5,4,-1,3,4,4,,5.0,4.0,2.0,4.0,5.0,5.0,,,,,,,,4,,,,,,,,4.0,en,4.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb78d83a73509d0e03faf,570eb78d83a73509d0e03faf,taipei_city,female,,,taiwanese,,2,False,23.0,False,,2,3,-1,2,3,3,,3.0,4.0,1.0,4.0,4.0,4.0,,,,,,,,3,,,,,,,,3.0,zh_TW,4.0,1.0,3.0,4.0,2.0,5.0,1.0,5.0,3.0,2.0,2.0,into_dust,0,0,0,0,0,0,0,1,0,0,0
570eb77783a73509d0e038c8,570eb77783a73509d0e038c8,taipei_city,female,,,taiwanese,,1,False,40.0,False,,1,3,-1,2,1,1,,4.0,4.0,4.0,5.0,4.0,5.0,,,,,,,,1,,,,,,,,4.0,en,4.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,into_dust,0,0,0,0,0,0,0,1,0,0,0
570eb7a983a73509d0e04847,570eb7a983a73509d0e04847,taipei_city,male,,,taiwanese,,3,False,14.0,False,,2,4,-1,5,4,5,,4.0,4.0,1.0,4.0,5.0,4.0,,,,,,,,2,,,,,,,,3.0,en,4.0,2.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,5.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb7b883a73509d0e04cda,570eb7b883a73509d0e04cda,taichung_city,male,,,taiwanese,,3,False,28.0,False,,2,2,-1,3,2,1,,2.0,5.0,1.0,5.0,4.0,5.0,,,,,,,,2,,,,,,,,1.0,en,4.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,2.0,5.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb75b83a73509d0e02fa6,570eb75b83a73509d0e02fa6,taipei_city,female,,,taiwanese,,4,False,19.0,False,,3,4,-1,5,4,5,,2.0,4.0,4.0,3.0,3.0,4.0,,,,,,,,1,,,,,,,,3.0,en,4.0,1.0,2.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,1,0
570eb77883a73509d0e03941,570eb77883a73509d0e03941,taichung_city,female,,,taiwanese,,2,False,73.0,True,,3,4,-1,3,3,2,,5.0,5.0,1.0,5.0,4.0,5.0,,,,,,,,4,,,,,,,,5.0,en,4.0,2.0,3.0,4.0,2.0,1.0,2.0,4.0,3.0,4.0,4.0,into_dust,1,0,0,0,0,0,0,1,0,1,0
570eb75c83a73509d0e02fd7,570eb75c83a73509d0e02fd7,taipei_city,male,,,taiwanese,,1,False,50.0,False,,3,5,-1,2,3,1,,1.0,5.0,1.0,5.0,5.0,5.0,,,,,,,,3,,,,,,,,5.0,zh_TW,5.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,into_dust,0,0,0,0,0,0,0,0,0,1,0
