,_id,metadata.location,answers.sex,answers.dob,answers.musical_background,answers.nationality,answers.visual_impairments,answers.musical_expertise,answers.hearing_impairments,answers.age,critical_reaction,control_chillsshiversthrills,control_activity,control_tension,control_familiarity,control_engagement,control_positivity,control_like_dislike,song_chillsshiversthrills,song_activity,song_tension,song_familiarity,song_engagement,song_positivity,song_like_dislike,control_inspired,control_wonder,control_spirituality,control_thrills,control_chills,control_tenderness,control_nostalgia,control_goosebumps,control_overwhelmed,control_shivers,song_inspired,song_wonder,song_spirituality,song_thrills,song_chills,song_tenderness,song_nostalgia,song_goosebumps,song_overwhelmed,song_shivers,control_transcendence,control_sadness,control_joyfulactivation,control_peacefulness,control_power,song_transcendence,song_sadness,song_joyfulactivation,song_peacefulness,song_power,metadata.language,answers.personality.trusting,answers.personality.artistic,answers.personality.imagination,answers.personality.reserved,answers.personality.outgoing,answers.personality.lazy,answers.personality.stress,answers.personality.nervous,answers.personality.fault,answers.personality.thorough,answers.concentration,song,answers.musicpref.world,answers.musicpref.pop,answers.musicpref.dance,answers.musicpref.none,answers.musicpref.folk,answers.musicpref.traditional_irish,answers.musicpref.hip_hop,answers.musicpref.jazz,answers.musicpref.rock,answers.musicpref.classical,answers.musicpref.hiphop
5410fd5c08ad6ee3090e5223,5410fd5c08ad6ee3090e5223,dublin,male,1979-01-01,,irish,,,False,32.0,True,,,,,,,,3.0,3.0,3.0,4.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,1,1,0,0,0,1,1,1,1,1,0
5410fd5c08ad6ee3090e522d,5410fd5c08ad6ee3090e522d,dublin,female,1990-01-01,,other,,,False,21.0,False,,,,,,,,4.0,3.0,3.0,4.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,0,0,0,0,0
5410fda608ad6ee3090e5348,5410fda608ad6ee3090e5348,dublin,male,1990-01-01,,irish,,,False,21.0,True,,,,,,,,1.0,3.0,3.0,3.0,5.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,0,0,0,0,0,0,0,1,0,0
5410fda608ad6ee3090e534e,5410fda608ad6ee3090e534e,dublin,female,1950-01-01,,irish,,,False,61.0,False,,,,,,,,2.0,4.0,4.0,3.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,0,1,1,1,0
5410fda608ad6ee3090e5354,5410fda608ad6ee3090e5354,dublin,male,1970-01-01,,other,,,False,41.0,False,,,,,,,,2.0,4.0,4.0,4.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,0,0,0,0,0
5410fda708ad6ee3090e5362,5410fda708ad6ee3090e5362,dublin,male,1980-01-01,,irish,,,False,31.0,False,,,,,,,,1.0,3.0,4.0,3.0,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,1,0,0,1,1,1,1,1,0
5410fe0208ad6ee3090e54c4,5410fe0208ad6ee3090e54c4,dublin,female,1999-01-01,,other,,,False,12.0,True,,,,,,,,,4.0,4.0,4.0,3.0,2.0,2.0,,,,,,,,,,,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,1,0,1,0,0
5410fe3c08ad6ee3090e55a2,5410fe3c08ad6ee3090e55a2,dublin,male,1970-01-01,,irish,,,False,41.0,False,,,,,,,,3.0,4.0,3.0,5.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,0,0,1,0,0
5410fe8808ad6ee3090e56ad,5410fe8808ad6ee3090e56ad,dublin,male,1990-01-01,,other,,,False,21.0,True,,,,,,,,,2.0,3.0,4.0,1.0,3.0,1.0,,,,,,,,,,,4.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,1,0,0,0,1,1,1,1,0
5410fe8808ad6ee3090e56b0,5410fe8808ad6ee3090e56b0,dublin,male,1988-01-01,,british,,,False,23.0,False,,,,,,,,,4.0,4.0,4.0,3.0,4.0,3.0,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,0,0,0,0,0
5410fe9f08ad6ee3090e5709,5410fe9f08ad6ee3090e5709,dublin,female,1993-01-01,True,other,,4,False,18.0,False,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,5.0,5.0,,,,,,,,,3.0,5.0,1.0,4.0,1.0,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,0,0,0,0,0
5410fea008ad6ee3090e5711,5410fea008ad6ee3090e5711,dublin,male,1989-01-01,False,other,,2,False,22.0,False,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,5.0,5.0,,,,,,,,,5.0,4.0,2.0,4.0,5.0,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,0,0,0,0,0
5410fea008ad6ee3090e5718,5410fea008ad6ee3090e5718,dublin,female,1994-01-01,False,other,,3,False,17.0,False,,,,,,,,,,2.0,,,,,,,,,,,,,,,,4.0,,,,4.0,4.0,,,,,,,,,3.0,2.0,3.0,4.0,4.0,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,0,0,0,0,0
5410ff7208ad6ee3090e5a53,5410ff7208ad6ee3090e5a53,dublin,male,1985-01-01,,irish,,,False,26.0,False,,,,,,,,,4.0,3.0,5.0,2.0,2.0,1.0,,,,,,,,,,,3.0,4.0,4.0,2.0,1.0,4.0,4.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,1,0,0,0,0,0,1,1,0
5410ff9208ad6ee3090e5ad9,5410ff9208ad6ee3090e5ad9,dublin,male,1990-01-01,True,irish,,2,False,21.0,False,,,,,,,,,,1.0,,,,,,,,,,,,,,,,3.0,,,,3.0,5.0,,,,,,,,,4.0,4.0,1.0,2.0,4.0,,,,,,,,,,,,,hallelujah,0,0,1,0,0,0,1,0,1,1,0
5410ffda08ad6ee3090e5baa,5410ffda08ad6ee3090e5baa,dublin,male,1990-01-01,False,other,,3,False,21.0,False,,,,,,,,1.0,4.0,3.0,2.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,1,0,0,0,0,0,0,0,0,0,0
5410ffdb08ad6ee3090e5bb8,5410ffdb08ad6ee3090e5bb8,dublin,male,1990-01-01,False,irish,,1,False,21.0,False,,,,,,,,1.0,3.0,4.0,4.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,0,1,0,0,0,0,0,1,0,0
5411002b08ad6ee3090e5cfb,5411002b08ad6ee3090e5cfb,dublin,female,1980-01-01,True,irish,,5,False,31.0,False,,,,,,,,,,1.0,,,,,,,,,,,,,,,,4.0,,,,4.0,5.0,,,,,,,,,4.0,1.0,3.0,4.0,4.0,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,0,1,0,1,0
5411002c08ad6ee3090e5d04,5411002c08ad6ee3090e5d04,dublin,male,1983-01-01,True,irish,,3,False,28.0,True,,,,,,,,,,1.0,,,,,,,,,,,,,,,,3.0,,,,4.0,4.0,,,,,,,,,4.0,3.0,3.0,5.0,4.0,,,,,,,,,,,,,hallelujah,0,1,1,0,0,0,0,0,1,0,0
5411008708ad6ee3090e5e6a,5411008708ad6ee3090e5e6a,dublin,male,1986-01-01,,irish,,,False,25.0,False,,,,,,,,,3.0,3.0,4.0,1.0,3.0,1.0,,,,,,,,,,,2.0,1.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,0,0,1,1,0
5411008808ad6ee3090e5e73,5411008808ad6ee3090e5e73,dublin,male,1999-01-01,,irish,,,True,12.0,False,,,,,,,,,3.0,5.0,3.0,2.0,2.0,3.0,,,,,,,,,,,4.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,0,0,0,0,0
541100bb08ad6ee3090e5f1f,541100bb08ad6ee3090e5f1f,dublin,female,1995-01-01,True,irish,,4,False,16.0,True,,,,,,,,,,1.0,,,,,,,,,,,,,,,,4.0,,,,5.0,4.0,,,,,,,,,3.0,2.0,2.0,4.0,3.0,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,0,0,0,0,0
5411012808ad6ee3090e60ba,5411012808ad6ee3090e60ba,dublin,female,1983-01-01,True,other,,3,False,28.0,False,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,3.0,4.0,,,,,,,,,2.0,2.0,3.0,3.0,1.0,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,0,0,1,0,0
5411012808ad6ee3090e60bb,5411012808ad6ee3090e60bb,dublin,male,1986-01-01,True,irish,,5,False,25.0,False,,,,,,,,,,1.0,,,,,,,,,,,,,,,,4.0,,,,5.0,4.0,,,,,,,,,5.0,4.0,2.0,3.0,4.0,,,,,,,,,,,,,hallelujah,0,1,1,0,0,0,0,0,1,1,0
5411012908ad6ee3090e60c9,5411012908ad6ee3090e60c9,dublin,male,1988-01-01,False,other,,2,False,23.0,False,,,,,,,,,,1.0,,,,,,,,,,,,,,,,3.0,,,,3.0,4.0,,,,,,,,,3.0,2.0,3.0,4.0,3.0,,,,,,,,,,,,,hallelujah,0,0,0,0,0,0,0,0,1,0,0
5411015508ad6ee3090e6160,5411015508ad6ee3090e6160,dublin,male,1978-01-01,False,other,,1,False,33.0,False,,,,,,,,2.0,3.0,4.0,4.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,0,0,1,1,0
5411015608ad6ee3090e6171,5411015608ad6ee3090e6171,dublin,male,1999-01-01,False,irish,,2,False,12.0,False,,,,,,,,1.0,3.0,4.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,0,0,0,0,0
5411018808ad6ee3090e623b,5411018808ad6ee3090e623b,dublin,female,1988-01-01,,irish,,,False,23.0,False,,,,,,,,,3.0,4.0,5.0,1.0,3.0,1.0,,,,,,,,,,,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,1,0,0,0,0,0,1,1,0
5411018808ad6ee3090e6244,5411018808ad6ee3090e6244,dublin,female,1987-01-01,,irish,,,False,24.0,False,,,,,,,,,5.0,4.0,4.0,3.0,4.0,1.0,,,,,,,,,,,4.0,3.0,4.0,2.0,4.0,5.0,1.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,0,1,1,1,0
5411018908ad6ee3090e6256,5411018908ad6ee3090e6256,dublin,male,1947-01-01,,irish,,,False,64.0,False,,,,,,,,,3.0,3.0,3.0,2.0,2.0,3.0,,,,,,,,,,,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,0,0,0,0,0,0,1,0,0,0
541101b808ad6ee3090e62eb,541101b808ad6ee3090e62eb,dublin,male,1972-01-01,False,irish,,2,False,39.0,False,,,,,,,,4.0,4.0,3.0,4.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,1,0,0,0,0,1,0,0,0
541101b908ad6ee3090e62f8,541101b908ad6ee3090e62f8,dublin,male,1975-01-01,True,other,,4,False,36.0,False,,,,,,,,1.0,4.0,4.0,1.0,3.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,1,0,0,0,0,0,1,1,0
541101b908ad6ee3090e6304,541101b908ad6ee3090e6304,dublin,female,1982-01-01,False,irish,,3,False,29.0,False,,,,,,,,1.0,4.0,4.0,4.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,1,1,0,0,0,0,0,0,1,0,0
541101e408ad6ee3090e63b2,541101e408ad6ee3090e63b2,dublin,male,1972-01-01,,british,,,False,39.0,False,,,,,,,,,4.0,4.0,4.0,4.0,4.0,5.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,0,0,0,0,0,0,0,1,0,0
5411020b08ad6ee3090e643a,5411020b08ad6ee3090e643a,dublin,male,1986-01-01,True,irish,,2,False,25.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,0,0,1,0,0
5411020b08ad6ee3090e6442,5411020b08ad6ee3090e6442,dublin,male,1970-01-01,False,irish,,2,False,41.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,1,0,0,1,1,0,1,0,0
541102af08ad6ee3090e6651,541102af08ad6ee3090e6651,dublin,female,1970-01-01,,other,,,False,41.0,False,,,,,,,,2.0,1.0,4.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,1,0,0,0,0,0,0,0,1,0,0
541102af08ad6ee3090e6655,541102af08ad6ee3090e6655,dublin,male,1980-01-01,,irish,,,False,31.0,False,,,,,,,,3.0,2.0,4.0,4.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,1,0,0,0,1,0,1,0,0
541102b008ad6ee3090e6671,541102b008ad6ee3090e6671,dublin,female,1970-01-01,,irish,,,False,41.0,True,,,,,,,,2.0,3.0,4.0,4.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,0,0,0,0,0,0,0,1,0,0
541102b108ad6ee3090e6683,541102b108ad6ee3090e6683,dublin,female,1990-01-01,,irish,,,False,21.0,True,,,,,,,,2.0,4.0,4.0,2.0,5.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,0,0,0,0,0
541102d908ad6ee3090e671a,541102d908ad6ee3090e671a,dublin,male,1993-01-01,False,other,,2,False,18.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,0,0,0,0,0,0,0,1,0,0
5411031008ad6ee3090e67e0,5411031008ad6ee3090e67e0,dublin,female,1977-01-01,True,irish,,4,True,34.0,False,,,,,,,,4.0,2.0,5.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,0,0,1,0,0
5411031108ad6ee3090e67ed,5411031108ad6ee3090e67ed,dublin,male,1992-01-01,True,irish,,5,False,19.0,False,,,,,,,,5.0,2.0,1.0,5.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,0,0,0,0,0,0,0,1,0,0
5411031108ad6ee3090e67f0,5411031108ad6ee3090e67f0,dublin,female,1988-01-01,True,other,,4,False,23.0,False,,,,,,,,2.0,3.0,3.0,5.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,0,0,0,1,1,1,1,1,0
5411031208ad6ee3090e67fb,5411031208ad6ee3090e67fb,dublin,male,1982-01-01,True,irish,,4,False,29.0,False,,,,,,,,4.0,2.0,4.0,5.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,1,0,1,0,0,0,0,1,1,0,0
5411036108ad6ee3090e68dc,5411036108ad6ee3090e68dc,dublin,female,1980-01-01,,other,,,True,31.0,False,,,,,,,,2.0,5.0,3.0,4.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,0,1,0,0,0,0,0,0,0,0
5411036108ad6ee3090e68e1,5411036108ad6ee3090e68e1,dublin,male,2000-01-01,,irish,,,False,11.0,False,,,,,,,,1.0,2.0,3.0,5.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,0,0,0,0,0,0,0,1,0,0
5411036108ad6ee3090e68e5,5411036108ad6ee3090e68e5,dublin,male,1970-01-01,,irish,,,False,41.0,False,,,,,,,,2.0,3.0,4.0,4.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,1,0,0,0,0,0,1,0,0
5411036108ad6ee3090e68eb,5411036108ad6ee3090e68eb,dublin,male,1990-01-01,,irish,,,False,21.0,False,,,,,,,,1.0,4.0,4.0,4.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,1,0,0,1,1,1,1,0,0
541103ac08ad6ee3090e69ee,541103ac08ad6ee3090e69ee,dublin,female,1993-01-01,True,irish,,3,False,18.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,0,0,0,0,0,0,0,1,0,0
541103ad08ad6ee3090e6a09,541103ad08ad6ee3090e6a09,dublin,female,1990-01-01,False,other,,3,False,21.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,1,1,1,0,0,0,0,1,1,0,0
5411041008ad6ee3090e6b59,5411041008ad6ee3090e6b59,dublin,female,1990-01-01,,other,,,False,21.0,False,,,,,,,,2.0,3.0,4.0,4.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,0,0,0,0,0
5411041108ad6ee3090e6b69,5411041108ad6ee3090e6b69,dublin,male,1980-01-01,,irish,,,False,31.0,False,,,,,,,,1.0,3.0,4.0,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,0,0,1,0,0
5411041208ad6ee3090e6b71,5411041208ad6ee3090e6b71,dublin,male,1990-01-01,,other,,,True,21.0,True,,,,,,,,2.0,3.0,3.0,2.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,1,0,0,0,0
5411043a08ad6ee3090e6bfd,5411043a08ad6ee3090e6bfd,dublin,female,1998-01-01,True,irish,,3,False,13.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,1,0,0,0,1,1,0,0,0
5411047508ad6ee3090e6cbe,5411047508ad6ee3090e6cbe,dublin,female,1963-01-01,False,irish,,2,False,48.0,False,,,,,,,,1.0,4.0,3.0,1.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,1,0,0,0,0,0,0,0,1,0,0
5411047608ad6ee3090e6ccd,5411047608ad6ee3090e6ccd,dublin,female,1955-01-01,False,irish,,4,False,56.0,False,,,,,,,,5.0,1.0,4.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,1,0,0,0,0,1,0,0,1,1,0
5411047808ad6ee3090e6ce1,5411047808ad6ee3090e6ce1,dublin,male,1957-01-01,False,irish,,3,False,54.0,True,,,,,,,,1.0,4.0,3.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,0,0,0,0,1,0,0,1,1,0
5411047808ad6ee3090e6ce6,5411047808ad6ee3090e6ce6,dublin,female,1993-01-01,True,irish,,4,False,18.0,False,,,,,,,,1.0,4.0,4.0,4.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,0,1,0,0,0,0,0,0,0,0
541104c108ad6ee3090e6ddd,541104c108ad6ee3090e6ddd,dublin,male,1988-01-01,False,other,,3,False,23.0,False,,,,,,,,2.0,4.0,4.0,4.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,0,1,0,0,0,0,0,0,0,0
541104c208ad6ee3090e6df3,541104c208ad6ee3090e6df3,dublin,female,1995-01-01,True,irish,,4,False,16.0,False,,,,,,,,1.0,4.0,4.0,4.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,0,0,1,1,0
5411051608ad6ee3090e6f03,5411051608ad6ee3090e6f03,dublin,female,1980-01-01,,other,,,False,31.0,False,,,,,,,,1.0,4.0,5.0,3.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,1,1,1,0,0,0,1,1,1,1,0
5411051708ad6ee3090e6f1c,5411051708ad6ee3090e6f1c,dublin,male,1990-01-01,,other,,,False,21.0,False,,,,,,,,4.0,2.0,3.0,4.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,1,0,0,0,0,1,1,0,1,1,0
5411054d08ad6ee3090e6fe3,5411054d08ad6ee3090e6fe3,dublin,female,1977-01-01,False,irish,,2,False,34.0,False,,,,,,,,4.0,4.0,3.0,4.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,0,0,1,1,0
5411059808ad6ee3090e70dc,5411059808ad6ee3090e70dc,dublin,female,2000-01-01,,irish,,,False,11.0,False,,,,,,,,1.0,3.0,5.0,3.0,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,0,0,0,0,0
5411059908ad6ee3090e70ee,5411059908ad6ee3090e70ee,dublin,male,1960-01-01,,irish,,,False,51.0,False,,,,,,,,2.0,4.0,5.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,0,0,1,0,0
5411059a08ad6ee3090e70f8,5411059a08ad6ee3090e70f8,dublin,female,1990-01-01,,other,,,False,21.0,False,,,,,,,,2.0,3.0,2.0,2.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,0,0,0,0,0,0,0,1,0,0
541105e008ad6ee3090e720c,541105e008ad6ee3090e720c,dublin,female,1991-01-01,True,irish,,3,False,20.0,False,,,,,,,,1.0,3.0,3.0,3.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,1,1,0,0,0,0,1,1,1,0,0
541105e008ad6ee3090e7216,541105e008ad6ee3090e7216,dublin,male,1995-01-01,True,irish,,3,False,16.0,False,,,,,,,,3.0,4.0,2.0,3.0,5.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,0,0,0,0,0,0,0,1,0,0
541105e108ad6ee3090e7221,541105e108ad6ee3090e7221,dublin,female,1953-01-01,False,irish,,2,False,58.0,False,,,,,,,,1.0,2.0,4.0,4.0,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,0,0,0,0,1,0,0,0,0,0
5411061e08ad6ee3090e72f7,5411061e08ad6ee3090e72f7,dublin,female,1930-01-01,,irish,,,False,81.0,False,,,,,,,,3.0,1.0,5.0,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,0,0,0,0,1,0,0,0,1,0
5411061f08ad6ee3090e72fc,5411061f08ad6ee3090e72fc,dublin,male,1980-01-01,,other,,,False,31.0,False,,,,,,,,1.0,4.0,4.0,4.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,0,0,0,0,0,0,0,1,0,0
5411061f08ad6ee3090e7305,5411061f08ad6ee3090e7305,dublin,female,1970-01-01,,irish,,,False,41.0,False,,,,,,,,3.0,3.0,3.0,4.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,0,0,0,0,0,1,1,0,0
5411065508ad6ee3090e73b9,5411065508ad6ee3090e73b9,dublin,male,1995-01-01,False,irish,,1,True,16.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,0,0,0,0,0,1,0,0,0,0
5411065608ad6ee3090e73be,5411065608ad6ee3090e73be,dublin,male,1993-01-01,True,irish,,4,False,18.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,1,0,0,0,0,1,0,1,0
5411065608ad6ee3090e73c6,5411065608ad6ee3090e73c6,dublin,male,1968-01-01,True,other,,4,False,43.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,0,0,0,0,0,0,0,0,1,0
5411065608ad6ee3090e73c9,5411065608ad6ee3090e73c9,dublin,male,1994-01-01,False,irish,,3,False,17.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,0,0,0,0,1,0,0,1,0,0
5411065708ad6ee3090e73d0,5411065708ad6ee3090e73d0,dublin,female,1962-01-01,True,other,,5,False,49.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,1,1,0,0,0,1,0,0,1,1,0
5411065708ad6ee3090e73dc,5411065708ad6ee3090e73dc,dublin,female,1956-01-01,True,irish,,4,False,55.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,1,0,0,0,0,0,0,1,0
5411065808ad6ee3090e73e1,5411065808ad6ee3090e73e1,dublin,female,1982-01-01,True,irish,,3,False,29.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah,0,1,1,0,0,0,0,0,1,0,0
